epoch,co2,temp,humid,count
1759250686,1319,21.13603,82.95262,9
1759250716,1316,21.12535,82.88396,9
1759250746,1314,21.00519,81.9791,9
1759250776,1317,20.7702,81.15663,9
1759250806,1316,20.60998,80.90791,9
1759250836,1318,20.49249,80.81331,9
1759250866,1318,20.46044,80.67292,9
1759250896,1320,20.39101,80.6897,9
1759250926,1315,20.42039,80.43336,9
1759250956,1310,20.40703,80.15106,9
1759250986,1315,20.18273,79.67498,9
1759251016,1317,20.22812,80.56611,9
1759251046,1314,20.33761,81.86923,9
1759251076,1320,20.46578,82.38346,9
1759251106,1318,20.56458,82.74052,9
1759251136,1322,20.71679,82.91295,9
1759251166,1321,20.7969,83.0869,9
1759251196,1322,20.93843,83.35699,9
1759251226,1320,21.00786,83.31884,9
1759251256,1320,21.0853,83.50195,9
1759251286,1324,21.03189,82.78172,9
1759251316,1326,20.86099,81.58236,9
1759251346,1326,20.64202,81.00404,9
1759251376,1329,20.58061,80.89876,9
1759251406,1326,20.60464,80.6363,9
1759251436,1324,20.55924,80.36774,9
1759251466,1326,20.54856,80.26246,9
1759251496,1324,20.52186,79.96338,9
1759251526,1322,20.44976,79.55901,9
1759251556,1327,20.26551,79.3103,9
1759251586,1325,20.29488,80.31586,9
1759251616,1330,20.34829,81.65408,9
1759251646,1332,20.4551,82.04623,9
1759251676,1332,20.56993,82.17746,9
1759251706,1335,20.64736,82.6749,9
1759251736,1336,20.73281,82.8275,9
1759251766,1339,20.87434,82.86259,9
1759251796,1337,20.95178,83.04875,9
1759251827,1339,21.06928,83.17998,9
1759251857,1342,21.07195,82.69779,9
1759251887,1345,20.82895,81.37942,9
1759251917,1344,20.58862,80.93843,9
1759251947,1342,20.54322,80.88045,9
1759251977,1342,20.53521,80.7187,9
1759252007,1344,20.51385,80.41962,9
1759252037,1339,20.52186,80.15106,9
1759252067,1343,20.41504,79.92676,9
1759252097,1342,20.34829,79.69482,9
1759252127,1335,20.29488,79.3225,9
1759252157,1334,20.07591,79.42931,9
1759252187,1334,20.14,81.0071,9
1759252217,1332,20.28687,81.57015,9
1759252247,1335,20.39368,81.92111,9
1759252277,1338,20.51652,82.43534,9
1759252307,1342,20.65003,82.5864,9
1759252337,1343,20.73549,82.72831,9
1759252367,1345,20.85031,82.94041,9
1759252397,1348,20.95979,82.86107,9
1759252427,1354,21.05325,82.89922,9
1759252457,1354,21.07996,82.78935,9
1759252487,1353,20.9144,81.55795,9
1759252517,1353,20.73549,80.81178,9
1759252547,1355,20.58862,80.52186,9
1759252577,1362,20.55657,80.32502,9
1759252607,1358,20.53254,80.08087,9
1759252637,1359,20.44976,79.78027,9
1759252667,1360,20.36431,79.42168,9
1759252697,1366,20.21744,79.10277,9
1759252727,1367,20.15068,79.88861,9
1759252757,1370,20.3109,81.06813,9
1759252787,1371,20.39368,81.59914,9
1759252817,1369,20.48447,81.93179,9
1759252847,1363,20.63668,81.98062,9
1759252877,1363,20.74884,82.23087,9
1759252907,1369,20.8423,82.48875,9
1759252937,1373,20.9411,82.4506,9
1759252967,1370,21.04524,82.52842,9
1759252997,1374,21.10132,82.61845,9
1759253027,1372,21.05592,81.78531,9
1759253057,1376,20.78889,80.57221,9
1759253087,1382,20.56993,80.3418,9
1759253117,1373,20.54322,80.23193,9
1759253147,1375,20.51652,79.97711,9
1759253177,1377,20.41237,79.73907,9
1759253207,1379,20.34295,79.60784,9
1759253237,1376,20.2842,79.36065,9
1759253267,1387,20.22011,78.94408,9
1759253297,1385,20.18273,78.84337,9
1759253327,1385,20.20409,80.02594,9
1759253357,1385,20.31357,81.07881,9
1759253387,1388,20.42306,81.34127,9
1759253417,1391,20.55657,81.66628,9
1759253447,1394,20.66606,82.05386,9
1759253477,1393,20.80758,82.19272,9
1759253507,1395,20.88769,82.41245,9
1759253537,1395,20.99184,82.51163,9
1759253567,1394,21.09598,82.58945,9
1759253597,1396,21.00519,81.66781,9
1759253627,1397,20.6981,80.45625,9
1759253657,1393,20.58595,80.25941,9
1759253687,1396,20.56191,80.11444,9
1759253717,1397,20.50317,79.79401,9
1759253747,1400,20.40703,79.51934,9
1759253777,1405,20.24681,79.205,9
1759253807,1418,20.00916,79.1226,9
1759253837,1422,20.10262,80.43641,9
1759253867,1419,20.28153,81.1368,9
1759253897,1423,20.36698,81.61135,9
1759253927,1425,20.53254,81.85397,9
1759253957,1426,20.64202,81.95621,9
1759253987,1428,20.71946,82.18051,9
1759254017,1437,20.84497,82.1088,9
1759254047,1430,20.96246,82.10727,9
1759254077,1436,21.04257,82.18661,9
1759254107,1440,21.12535,82.29801,9
1759254137,1448,21.00519,81.34585,9
1759254167,1451,20.73816,80.37537,9
1759254197,1450,20.5539,80.16174,9
1759254227,1453,20.53521,79.99237,9
1759254257,1450,20.4551,79.76807,9
1759254287,1448,20.44709,79.53765,9
1759254317,1446,20.40703,79.30724,9
1759254347,1444,20.18273,78.85558,9
1759254377,1449,19.95575,78.75334,9
1759254407,1450,19.89166,78.90898,9
1759254437,1453,20.01717,80.22125,9
1759254467,1454,20.18807,80.94148,9
1759254497,1453,20.32425,81.08492,9
1759254527,1461,20.44976,81.40688,9
1759254557,1463,20.55657,81.72274,9
1759254587,1463,20.69543,81.767,9
1759254617,1469,20.8156,81.71053,9
1759254647,1472,20.90104,81.86618,9
1759254677,1474,21.00786,81.80667,9
1759254707,1469,21.10933,81.86771,9
1759254737,1470,20.94377,80.93233,9
1759254767,1470,20.78088,80.06561,9
1759254797,1464,20.56726,79.79401,9
1759254828,1468,20.50851,79.68261,9
1759254858,1467,20.46578,79.42168,9
1759254888,1467,20.41772,79.13786,9
1759254918,1460,20.29488,78.87694,9
1759254948,1463,20.1854,78.66331,9
1759254978,1467,20.00114,78.68314,9
1759255008,1463,20.07591,79.94965,9
1759255038,1468,20.21744,80.78432,9
1759255068,1466,20.34829,80.99641,9
1759255098,1468,20.46044,81.29092,9
1759255128,1471,20.61265,81.46639,9
1759255158,1470,20.72213,81.49233,9
1759255188,1474,20.80224,81.58694,9
1759255218,1478,20.93309,81.60372,9
1759255248,1476,21.0399,81.64187,9
1759255278,1478,21.09598,81.66018,9
1759255308,1479,20.98917,80.81636,9
1759255338,1480,20.70878,79.59106,9
1759255368,1482,20.63134,79.48577,9
1759255398,1485,20.59663,79.36523,9
1759255428,1485,20.55123,79.17143,9
1759255458,1487,20.44709,78.97307,9
1759255488,1490,20.44709,78.71824,9
1759255518,1495,20.36698,78.45426,9
1759255548,1491,20.21477,78.03769,9
1759255578,1486,19.96109,78.05753,9
1759255608,1482,20.05455,79.08598,9
1759255638,1479,20.1133,80.17242,9
1759255668,1484,20.24681,80.55848,9
1759255698,1486,20.43908,80.82552,9
1759255728,1493,20.51919,81.14442,9
1759255758,1501,20.64736,81.3077,9
1759255788,1500,20.77287,81.35043,9
1759255818,1503,20.87701,81.38094,9
1759255848,1506,20.97314,81.53201,9
1759255878,1506,21.06126,81.45113,9
1759255908,1508,20.93576,80.5478,9
1759255938,1515,20.70077,79.5819,9
1759255968,1524,20.59129,79.32403,9
1759255998,1528,20.50851,79.04326,9
1759256028,1528,20.52987,78.92577,9
1759256058,1528,20.45777,78.67094,9
1759256088,1527,20.32425,78.26505,9
1759256118,1527,20.15068,78.04227,9
1759256148,1529,20.06523,78.04227,9
1759256178,1528,20.07591,79.33929,9
1759256208,1531,20.20943,80.32807,9
1759256238,1532,20.34028,80.56611,9
1759256268,1536,20.44709,80.82246,9
1759256298,1534,20.57527,81.02083,9
1759256328,1533,20.7248,80.93538,9
1759256358,1545,20.82628,81.11086,9
1759256388,1551,20.9144,81.15968,9
1759256418,1554,21.03456,81.20546,9
1759256448,1554,21.06928,81.19173,9
1759256478,1552,20.89837,80.24872,9
1759256508,1554,20.69543,79.42016,9
1759256538,1558,20.58061,79.20653,9
1759256568,1554,20.51385,79.16228,9
1759256598,1557,20.4818,79.07378,9
1759256628,1551,20.36698,78.82048,9
1759256658,1551,20.3109,78.52598,9
1759256688,1554,20.23613,78.36881,9
1759256718,1549,20.14801,78.05447,9
1759256748,1550,19.96376,77.76151,9
1759256778,1553,20.02785,78.91356,9
1759256808,1558,20.10529,79.87183,9
1759256838,1563,20.20676,80.46235,9
1759256868,1562,20.35897,80.80263,9
1759256898,1565,20.4818,81.13832,9
1759256928,1567,20.60731,81.29244,9
1759256958,1565,20.72213,81.41604,9
1759256988,1567,20.84764,81.40383,9
1759257018,1564,20.95178,81.91806,9
1759257048,1558,21.07195,82.09811,9
1759257078,1552,20.95979,81.15053,9
1759257108,1546,20.70878,80.07019,9
1759257138,1550,20.59663,79.67345,9
1759257168,1549,20.5272,79.44457,9
1759257198,1558,20.46044,79.21263,9
1759257228,1562,20.36965,78.95323,9
1759257258,1563,20.23613,78.8159,9
1759257288,1566,19.93706,78.67857,9
1759257318,1566,20.03853,79.79401,9
1759257348,1565,20.1667,80.78279,9
1759257378,1568,20.29755,81.35348,9
1759257408,1562,20.44976,81.49538,9
1759257438,1562,20.60464,81.58999,9
1759257468,1558,20.6981,81.79752,9
1759257498,1562,20.85565,81.80057,9
1759257528,1561,20.95178,81.77921,9
1759257558,1570,20.99718,81.82193,9
1759257588,1566,21.12268,81.68002,9
1759257618,1567,20.98917,80.68818,9
1759257648,1567,20.69276,79.74822,9
1759257678,1577,20.58595,79.62157,9
1759257708,1579,20.51385,79.45983,9
1759257738,1583,20.43374,79.20958,9
1759257768,1583,20.38567,79.03716,9
1759257798,1586,20.41772,78.83879,9
1759257830,1591,20.28954,78.37492,9
1759257860,1588,20.2575,78.12772,9
1759257890,1588,20.26017,78.24979,9
1759257920,1591,20.23346,79.63531,9
1759257950,1588,20.32425,80.27161,9
1759257980,1590,20.42573,80.63172,9
1759258010,1591,20.53788,80.98268,9
1759258040,1588,20.65537,81.12917,9
1759258070,1585,20.74884,81.13222,9
1759258100,1585,20.83429,81.26955,9
1759258130,1589,20.9144,81.53658,9
1759258160,1595,20.99451,81.40536,9
1759258190,1604,20.99985,81.18867,9
1759258220,1601,20.87968,80.00763,9
1759258250,1602,20.79156,79.44305,9
1759258280,1598,20.71145,79.10887,9
1759258310,1593,20.68742,78.7457,9
1759258340,1595,20.65804,78.52445,9
1759258370,1605,20.4818,78.233,9
1759258400,1608,20.37766,78.07278,9
1759258430,1611,20.18807,77.87595,9
1759258460,1609,20.01717,78.13382,9
1759258490,1608,20.09995,79.59106,9
1759258520,1613,20.23346,80.03815,9
1759258550,1614,20.33227,80.55848,9
1759258580,1618,20.48714,80.99336,9
1759258610,1619,20.61532,80.99336,9
1759258640,1617,20.72213,81.08949,9
1759258670,1618,20.81025,81.20393,9
1759258700,1618,20.95178,81.19783,9
1759258730,1617,21.00252,81.32601,9
1759258760,1621,21.07195,81.2543,9
1759258790,1623,20.97047,80.16785,9
1759258820,1625,20.78088,79.4461,9
1759258850,1634,20.73549,79.10124,9
1759258880,1638,20.6527,78.90898,9
1759258910,1632,20.47646,78.63279,9
1759258940,1636,20.4818,78.39933,9
1759258970,1636,20.51652,78.03616,9
1759259000,1637,20.48714,77.60281,9
1759259030,1637,20.47646,78.11398,9
1759259060,1634,20.5272,79.92828,9
1759259090,1620,20.60464,81.11848,9
1759259120,1604,20.70077,82.37583,9
1759259150,1594,20.85298,82.99229,9
1759259180,1584,20.94644,83.51415,9
1759259210,1567,20.98383,83.80408,9
1759259240,1557,20.87434,82.84123,0
1759259270,1541,20.6527,82.02792,0
1759259300,1529,20.50317,81.90128,0
1759259360,1499,20.36698,82.08896,0
1759259390,1491,20.34829,82.37736,0
1759259420,1467,20.40169,82.51621,0
1759259450,1447,20.38033,82.44907,0
1759259480,1430,20.3109,82.33921,0
1759259510,1414,20.24414,82.12711,0
1759259540,1402,20.09461,82.13321,0
1759259570,1389,19.90234,82.02335,0
1759259600,1374,19.78485,81.79141,0
1759259630,1367,19.91302,82.70237,0
1759259660,1355,20.05989,83.56451,0
1759259690,1348,20.19875,83.94598,0
1759259720,1341,20.33761,84.20844,0
1759259750,1338,20.41237,84.53956,0
1759259780,1339,20.5993,84.55482,0
1759259810,1339,20.6714,84.6189,0
1759259840,1335,20.75418,84.80659,0
1759259870,1330,20.82895,84.7486,0
1759259900,1329,20.90639,84.78676,0
1759259930,1330,20.97849,84.97902,0
1759259960,1327,21.04257,85.08888,0
1759259990,1322,21.10933,85.0782,0
1759260020,1325,21.18143,85.17281,0
1759260050,1320,21.03723,84.55634,0
1759260080,1315,20.83162,83.3402,0
1759260110,1312,20.61799,82.88853,0
1759260140,1317,20.46044,82.81834,0
1759260170,1310,20.33761,82.67185,0
1759260200,1309,20.15602,82.46281,0
1759260230,1304,19.98512,82.22171,0
1759260260,1307,20.01984,82.9984,0
1759260290,1310,20.1667,84.15656,0
1759260320,1304,20.31357,84.55787,0
1759260350,1301,20.43641,84.6128,0
1759260380,1303,20.51652,84.90425,0
1759260410,1302,20.60464,84.95766,0
1759260440,1298,20.73549,84.87373,0
1759260470,1293,20.82361,84.85085,0
1759260500,1289,20.89837,84.94392,0
1759260530,1288,20.99451,84.92561,0
1759260560,1283,21.06126,84.9485,0
1759260590,1284,21.112,85.05531,0
1759260620,1284,21.17075,84.83864,0
1759260650,1279,20.90104,83.52789,0
1759260680,1279,20.60464,83.01518,0
1759260710,1283,20.52987,82.84734,0
1759260740,1281,20.37766,82.60624,0
1759260770,1278,20.2842,82.54368,0
1759260800,1275,20.18273,82.327,0
1759260831,1279,20.1854,81.98825,0
1759260861,1276,20.06523,82.09201,0
1759260891,1275,20.15602,83.17235,0
1759260921,1276,20.22812,84.04059,0
1759260951,1271,20.31357,84.43427,0
1759260981,1272,20.43908,84.57771,0
1759261011,1266,20.53521,84.66163,0
1759261041,1266,20.60464,84.83711,0
1759261071,1264,20.71145,84.79134,0
1759261101,1264,20.81025,84.78218,0
1759261131,1266,20.88235,84.83406,0
1759261161,1268,20.9865,84.83406,0
1759261191,1261,21.03456,84.77303,0
1759261221,1262,21.08797,84.9424,0
1759261251,1261,21.19745,84.89662,0
1759261281,1258,21.07195,84.36408,0
1759261311,1254,20.78088,83.34631,0
1759261341,1254,20.626,82.79698,0
1759261371,1259,20.4551,82.67643,0
1759261401,1251,20.22278,82.57572,0
1759261431,1251,20.18273,82.42771,0
1759261461,1256,20.06523,82.27207,0
1759261491,1256,20.11063,83.66064,0
1759261521,1254,20.25216,84.3061,0
1759261551,1253,20.35897,84.50751,0
1759261581,1251,20.47913,84.8188,0
1759261611,1250,20.58862,85.01259,0
1759261641,1244,20.69009,85.03395,0
1759261671,1248,20.73549,85.09193,0
1759261701,1241,20.85298,85.07973,0
1759261731,1234,20.92508,85.01259,0
1759261761,1234,20.98383,85.02937,0
1759261791,1239,21.10933,85.05684,0
1759261821,1239,21.16007,85.02632,0
1759261851,1241,21.13336,84.8188,0
1759261881,1235,20.9411,83.94751,0
1759261911,1232,20.73549,83.27306,0
1759261941,1234,20.49516,82.77715,0
1759261971,1238,20.43107,82.67796,0
1759262001,1236,20.29221,82.5391,0
1759262031,1229,20.11063,82.28428,0
1759262061,1222,20.00114,82.36057,0
1759262091,1219,20.08125,83.64385,0
1759262121,1217,20.18273,84.31525,0
1759262151,1215,20.34295,84.62806,0
1759262181,1214,20.40169,84.9012,0
1759262211,1212,20.50317,85.09041,0
1759262241,1215,20.63401,85.10262,0
1759262271,1214,20.69543,85.07362,0
1759262301,1219,20.78622,85.07973,0
1759262331,1219,20.85298,85.13466,0
1759262361,1214,20.96246,84.96834,0
1759262391,1216,21.03189,85.05226,0
1759262421,1219,21.08263,85.05226,0
1759262451,1213,21.22416,84.94392,0
1759262481,1211,21.17075,84.82796,0
1759262511,1205,20.86366,83.44091,0
1759262541,1207,20.71412,83.01213,0
1759262571,1206,20.50851,82.73746,0
1759262601,1208,20.32158,82.64591,0
1759262631,1202,20.22545,82.54063,0
1759262661,1197,20.14534,82.26597,0
1759262691,1194,20.10529,82.56809,0
1759262721,1193,20.22545,83.76135,0
1759262751,1198,20.29221,84.30305,0
1759262781,1203,20.35096,84.75624,0
1759262811,1200,20.48981,84.88899,0
1759262841,1201,20.54589,85.06142,0
1759262871,1195,20.66072,85.18349,0
1759262901,1195,20.72747,85.11787,0
1759262931,1198,20.81293,85.14992,0
1759262961,1198,20.89303,85.17281,0
1759262991,1198,20.96513,85.11635,0
1759263021,1191,21.04257,85.09956,0
1759263051,1191,21.09598,85.17281,0
1759263081,1184,21.21614,85.08736,0
1759263111,1186,21.00519,84.30762,0
1759263141,1185,20.67941,83.35851,0
1759263171,1186,20.5539,83.1754,0
1759263201,1185,20.36431,83.14641,0
1759263231,1184,20.24681,82.85344,0
1759263261,1179,20.22278,82.5864,0
1759263291,1170,20.09194,82.28123,0
1759263321,1171,20.03853,82.67033,0
1759263351,1168,20.14,83.86816,0
1759263381,1166,20.22278,84.51362,0
1759263411,1163,20.27886,84.91493,0
1759263441,1160,20.43374,85.16823,0
1759263471,1162,20.55123,85.16823,0
1759263501,1166,20.59663,85.33608,0
1759263531,1164,20.6981,85.32235,0
1759263561,1167,20.79957,85.3315,0
1759263591,1167,20.82628,85.41238,0
1759263621,1162,20.91173,85.39864,0
1759263651,1160,21.02388,85.25063,0
1759263681,1165,21.07462,85.28268,0
1759263711,1161,21.16541,85.28878,0
1759263741,1160,21.06394,84.72266,0
1759263771,1154,20.80224,83.63775,0
1759263801,1157,20.55657,83.31731,0
1759263832,1148,20.43107,83.14336,0
1759263862,1144,20.23079,82.98619,0
1759263892,1141,20.2575,82.7802,0
1759263922,1141,20.24949,82.42619,0
1759263952,1141,20.10262,82.70542,0
1759263982,1142,20.18807,83.91852,0
1759264012,1140,20.28687,84.5304,0
1759264042,1138,20.32158,84.90883,0
1759264072,1137,20.42306,85.1545,0
1759264102,1139,20.51652,85.33456,0
1759264132,1137,20.59663,85.44595,0
1759264162,1136,20.68475,85.53902,0
1759264192,1136,20.7969,85.46426,0
1759264222,1130,20.85832,85.47646,0
1759264252,1131,20.9411,85.50851,0
1759264282,1126,21.02388,85.44289,0
1759264312,1118,21.07996,85.48257,0
1759264342,1113,21.16808,85.55276,0
1759264372,1112,21.25353,85.37118,0
1759264402,1105,21.01854,84.68604,0
1759264432,1102,20.73549,83.68658,0
1759264462,1103,20.60197,83.50042,0
1759264492,1104,20.50317,83.27001,0
1759264522,1102,20.27886,83.0045,0
1759264552,1108,20.19341,82.93889,0
1759264582,1104,20.09194,83.33257,0
1759264612,1106,20.19341,84.45411,0
1759264642,1105,20.33227,84.89052,0
1759264672,1105,20.37232,85.38796,0
1759264702,1102,20.44976,85.70077,0
1759264732,1102,20.56726,85.74044,0
1759264762,1099,20.63935,85.84421,0
1759264792,1101,20.72213,85.8732,0
1759264822,1102,20.81827,85.82895,0
1759264852,1101,20.89036,85.70382,0
1759264882,1094,20.98917,85.65957,0
1759264912,1090,21.07996,85.66415,0
1759264942,1088,21.13603,85.63821,0
1759264972,1089,21.2108,85.63058,0
1759265002,1093,21.12802,85.09956,0
1759265032,1091,20.78088,83.81323,0
1759265062,1093,20.56726,83.46532,0
1759265092,1093,20.54055,83.27001,0
1759265122,1096,20.42039,83.06096,0
1759265152,1095,20.40169,82.83818,0
1759265182,1089,20.31357,82.54978,0
1759265212,1086,20.12665,82.40025,0
1759265242,1085,20.13733,83.82544,0
1759265272,1087,20.2575,84.45869,0
1759265302,1081,20.31891,84.85542,0
1759265332,1082,20.37499,85.35287,0
1759265362,1079,20.4818,85.4139,0
1759265392,1084,20.60464,85.49477,0
1759265422,1079,20.62333,85.67941,0
1759265452,1077,20.71145,85.71755,0
1759265482,1082,20.75952,85.6733,0
1759265512,1080,20.86366,85.74349,0
1759265542,1074,20.94644,85.73129,0
1759265572,1075,21.01587,85.64126,0
1759265602,1073,21.10933,85.66567,0
1759265632,1071,21.19211,85.66415,0
1759265662,1075,21.07462,85.07973,0
1759265692,1071,20.76219,83.99786,0
1759265722,1067,20.53254,83.67132,0
1759265752,1061,20.52987,83.52941,0
1759265782,1066,20.33227,83.299,0
1759265812,1059,20.20142,83.21507,0
1759265842,1060,20.19875,82.99229,0
1759265872,1057,20.06523,83.53857,0
1759265902,1057,20.1667,84.56092,0
1759265932,1055,20.2388,85.04158,0
1759265962,1055,20.35096,85.38033,0
1759265992,1051,20.47379,85.62905,0
1759266022,1050,20.57527,85.70229,0
1759266052,1049,20.63935,85.97543,0
1759266082,1051,20.71145,85.94644,0
1759266112,1044,20.81293,85.78928,0
1759266142,1041,20.88769,85.92203,0
1759266172,1045,20.96246,85.93576,0
1759266202,1046,21.01587,85.98459,0
1759266232,1041,21.09598,85.98459,0
1759266262,1037,21.1841,86.01053,0
1759266292,1040,21.06928,85.44595,0
1759266322,1033,20.71679,84.16571,0
1759266352,1035,20.51118,83.94904,0
1759266382,1036,20.44976,83.8407,0
1759266412,1035,20.2575,83.70947,0
1759266442,1026,20.14267,83.57366,0
1759266472,1023,20.16136,83.43938,0
1759266502,1019,20.25216,84.56245,0
1759266532,1023,20.3563,85.52071,0
1759266562,1017,20.44175,85.72823,0
1759266592,1009,20.48714,86.07156,0
1759266622,1014,20.55123,86.25773,0
1759266652,1014,20.65804,86.24704,0
1759266682,1015,20.71145,86.32792,0
1759266712,1014,20.78889,86.34928,0
1759266742,1013,20.88235,86.20584,0
1759266772,1014,20.97047,86.14481,0
1759266802,1015,20.99184,86.15244,0
1759266833,1012,21.10933,86.07156,0
1759266863,1012,21.17075,86.01816,0
1759266893,1011,21.04524,85.54665,0
1759266923,1009,20.84497,84.42512,0
1759266953,1008,20.52987,83.94904,0
1759266983,1005,20.39101,83.85443,0
1759267013,1006,20.29488,83.81018,0
1759267043,1008,20.21477,83.61028,0
1759267073,1005,20.14,83.25933,0
1759267103,1001,20.01984,83.11131,0
1759267133,1001,20.06523,84.26337,0
1759267163,1000,20.16136,85.21706,0
1759267193,996,20.29221,85.4078,0
1759267223,998,20.37499,85.64126,0
1759267253,997,20.4551,85.91745,0
1759267283,994,20.54856,85.97391,0
1759267313,989,20.63134,85.99222,0
1759267343,996,20.67407,86.07156,0
1759267373,996,20.8156,85.97238,0
1759267403,999,20.85298,85.94644,0
1759267433,998,20.89837,85.98001,0
1759267463,1001,20.99985,85.93118,0
1759267493,1003,21.10132,85.86252,0
1759267523,997,21.14939,85.8732,0
1759267553,995,21.23751,85.83658,0
1759267583,997,21.10399,85.14687,0
1759267613,1002,20.76753,84.0589,0
1759267643,1004,20.59663,83.75525,0
1759267673,1003,20.48447,83.50042,0
1759267703,1005,20.28954,83.25475,0
1759267733,1001,20.1854,83.08842,0
1759267763,995,20.01717,82.97704,0
1759267793,988,20.06523,84.18402,0
1759267823,984,20.20409,85.0309,0
1759267853,986,20.35096,85.15755,0
1759267883,989,20.42306,85.57565,0
1759267913,994,20.51385,85.75571,0
1759267943,988,20.60197,85.77097,0
1759267973,989,20.65804,85.87473,0
1759268003,987,20.73281,85.90982,0
1759268033,984,20.86366,85.81979,0
1759268063,986,20.90372,85.84573,0
1759268093,987,21.01053,85.7847,0
1759268123,984,21.06661,85.74654,0
1759268153,982,21.12535,85.72976,0
1759268183,981,21.20813,85.70687,0
1759268213,982,21.09598,85.18349,0
1759268243,982,20.76753,83.90784,0
1759268273,981,20.49783,83.63622,0
1759268303,978,20.40436,83.59045,0
1759268333,972,20.20943,83.3341,0
1759268363,970,20.05722,83.11436,0
1759268393,972,20.06256,83.47295,0
1759268423,973,20.13199,84.72877,0
1759268453,973,20.28153,85.24757,0
1759268483,973,20.34562,85.47189,0
1759268513,974,20.43908,85.74044,0
1759268543,971,20.52987,85.95407,0
1759268573,974,20.61532,85.86099,0
1759268603,969,20.69543,85.93576,0
1759268633,973,20.76486,85.87625,0
1759268663,968,20.86633,85.86099,0
1759268693,971,20.93309,85.76181,0
1759268723,967,21.01587,85.73891,0
1759268753,968,21.112,85.56802,0
1759268783,970,21.17342,85.52834,0
1759268813,970,21.21881,85.47799,0
1759268843,974,21.03189,84.60212,0
1759268873,968,20.79957,83.66064,0
1759268903,966,20.50851,83.44244,0
1759268933,963,20.41237,83.3753,0
1759268963,956,20.29221,83.13115,0
1759268993,961,20.16937,82.89464,0
1759269023,959,20.10262,82.72831,0
1759269053,958,20.1133,83.6469,0
1759269083,954,20.18273,84.59602,0
1759269113,955,20.30556,84.90883,0
1759269143,954,20.37766,85.21706,0
1759269173,951,20.47646,85.58175,0
1759269203,954,20.5539,85.59548,0
1759269233,950,20.61799,85.67178,0
1759269263,956,20.68208,85.78165,0
1759269293,952,20.76486,85.70229,0
1759269323,950,20.85298,85.7084,0
1759269353,948,20.92508,85.70229,0
1759269383,949,20.97849,85.69924,0
1759269413,949,21.04791,85.6199,0
1759269443,949,21.13069,85.6733,0
1759269473,949,21.24552,85.57717,0
1759269503,952,21.0853,85.06142,0
1759269533,952,20.71412,83.88342,0
1759269563,946,20.56726,83.59655,0
1759269593,947,20.49783,83.50347,0
1759269623,951,20.23346,83.24101,0
1759269653,948,20.16136,83.10216,0
1759269683,944,20.04921,82.93736,0
1759269713,946,20.06256,84.20844,0
1759269743,945,20.1854,85.06599,0
1759269773,942,20.30022,85.30251,0
1759269803,939,20.37499,85.61837,0
1759269834,940,20.5005,85.80911,0
1759269864,937,20.57794,85.82132,0
1759269894,942,20.62066,85.93423,0
1759269924,939,20.71679,85.83353,0
1759269954,937,20.82361,85.83658,0
1759269984,935,20.88502,85.77249,0
1759270014,932,20.96513,85.74044,0
1759270044,935,21.07729,85.60159,0
1759270074,935,21.10933,85.62295,0
1759270104,939,21.2108,85.5787,0
1759270134,938,21.25086,85.41543,0
1759270164,939,20.90104,84.05737,0
1759270194,942,20.63134,83.68047,0
1759270224,940,20.48714,83.69726,0
1759270254,938,20.25216,83.33257,0
1759270284,939,20.00916,83.37835,0
1759270314,939,19.97444,83.65911,0
1759270344,938,20.09728,84.93172,0
1759270374,942,20.2121,85.40627,0
1759270404,939,20.37499,85.57412,0
1759270434,939,20.43374,85.98764,0
1759270464,937,20.56458,86.09445,0
1759270494,936,20.6527,85.99832,0
1759270524,930,20.69543,86.09903,0
1759270554,935,20.78355,86.08072,0
1759270584,933,20.89036,85.93118,0
1759270614,932,20.96246,85.92508,0
1759270644,934,21.01587,85.8671,0
1759270674,931,21.11467,85.72671,0
1759270704,930,21.17609,85.73891,0
1759270734,931,21.13069,85.51308,0
1759270764,929,20.89837,84.09094,0
1759270794,923,20.69276,83.72167,0
1759270824,926,20.46845,83.44396,0
1759270854,924,20.37232,83.45312,0
1759270884,925,20.17472,83.24101,0
1759270914,920,20.03052,82.84581,0
1759270944,921,20.1133,83.83917,0
1759270974,920,20.24147,84.78218,0
1759271004,920,20.29488,85.14992,0
1759271034,916,20.44442,85.34982,0
1759271064,916,20.50317,85.65194,0
1759271094,915,20.54589,85.86557,0
1759271124,916,20.66072,85.71908,0
1759271154,909,20.73281,85.69161,0
1759271184,906,20.81827,85.82895,0
1759271214,901,20.88502,85.76181,0
1759271244,899,20.95178,85.66262,0
1759271274,903,21.02655,85.73129,0
1759271304,908,21.09865,85.6733,0
1759271334,912,21.18143,85.57565,0
1759271364,912,21.2295,85.55581,0
1759271394,912,21.08263,84.61433,0
1759271424,911,20.82094,83.72472,0
1759271454,905,20.55657,83.40429,0
1759271484,903,20.47646,83.38445,0
1759271514,903,20.33761,83.17235,0
1759271544,904,20.09728,82.84428,0
1759271574,904,20.16937,83.65911,0
1759271604,900,20.24681,84.66773,0
1759271634,900,20.30289,85.1667,0
1759271664,898,20.39368,85.51766,0
1759271694,896,20.49516,85.65804,0
1759271724,900,20.54589,85.84268,0
1759271754,896,20.6714,85.79996,0
1759271784,899,20.73816,85.75418,0
1759271814,900,20.78622,85.77554,0
1759271844,901,20.90372,85.73891,0
1759271874,907,20.98116,85.67635,0
1759271904,903,21.05325,85.69161,0
